"","#chrom","start","end","peak_id","score","strand","auc","pvalue","fdr","summit","logfc:avg","logfc:genrich/o3-gams-GFP.pb.bam","logfc:genrich/o3g_m3GFP.pb.bam","logfc:genrich/o3g_m4GFP.pb.bam","tss_id","description","tss_distance","tss_distance_rank"
"360","PbANKA_12_v3",1141617,1142063,"gams_GFP-AP2-O3_1389",1000,"+",2082.275146,10.540613,-1,181,1.2568,2.0539,0.7015,0.4753,"PBANKA_1229400.1","conserved Plasmodium protein%2C unknown function",-476,1
"361","PbANKA_12_v3",1206211,1207060,"gams_GFP-AP2-O3_1396",1000,"+",4538.742676,16.380424,-1,614,1.6186,2.4796,0.5859,1.0935,"PBANKA_1231300.1","major facilitator superfamily domain-containing protein%2C putative",-425,1
"362","PbANKA_12_v3",1243838,1244259,"gams_GFP-AP2-O3_1402",1000,"-",3468.250488,16.176821,-1,191,1.4032,2.5662,0.1943,-0.2043,"PBANKA_1232100.1","serine/arginine-rich splicing factor 1%2C putative",-765,1
"363","PbANKA_12_v3",1245783,1246301,"gams_GFP-AP2-O3_1403",1000,"+",4828.430664,20.458035,-1,243,1.7221,2.9309,-0.0212,0.3632,"PBANKA_1232200.1","FACT complex subunit SPT16",-948,1
"364","PbANKA_12_v3",1272958,1273468,"gams_GFP-AP2-O3_1408",1000,"-",2814.640869,12.657634,-1,271,1.3852,2.3163,0.7794,0.1881,"PBANKA_1233000.1","SWIB/MDM2 domain-containing protein%2C putative",-291,1
"365","PbANKA_12_v3",1296379,1296802,"gams_GFP-AP2-O3_1411",1000,"-",3768.987549,19.836599,-1,183,1.5876,2.7698,0.3434,-0.1091,"PBANKA_1233600.1","secreted ookinete protein%2C putative",-222,1
"366","PbANKA_12_v3",1330320,1330906,"gams_GFP-AP2-O3_1417",1000,"-",4723.456543,15.745869,-1,212,1.4414,2.2661,0.9787,0.4504,"PBANKA_1234600.1","EELM2 domain-containing protein%2C putative",-437,1
"367","PbANKA_12_v3",1335162,1336008,"gams_GFP-AP2-O3_1418",1000,"+",4983.854492,14.152452,-1,463,1.4412,2.4568,0.5655,0.2346,"PBANKA_1234800.1","40S ribosomal protein S9%2C putative",-630,1
"368","PbANKA_12_v3",1335162,1336008,"gams_GFP-AP2-O3_1418",1000,"-",4983.854492,14.152452,-1,463,1.4412,2.4568,0.5655,0.2346,"PBANKA_1234700.1","conserved protein%2C unknown function",-836,2
"369","PbANKA_12_v3",1478420,1478992,"gams_GFP-AP2-O3_1430",1000,"-",2993.523193,13.558331,-1,386,1.3748,2.3953,0.4486,0.2072,"PBANKA_1238500.1","conserved Plasmodium protein%2C unknown function",-681,1
"370","PbANKA_12_v3",1620583,1621203,"gams_GFP-AP2-O3_1448",1000,"-",2907.789307,11.980583,-1,395,1.2474,2.2871,0.2258,0.1006,"PBANKA_1242800.1","eukaryotic translation initiation factor 3 subunit E%2C putative",-568,1
"371","PbANKA_12_v3",1646971,1647968,"gams_GFP-AP2-O3_1452",1000,"+",12599.649414,37.3764,-1,702,2.3139,3.6194,0.4468,0.3384,"PBANKA_1243900.1","conserved Plasmodium protein%2C unknown function",-735,1
"372","PbANKA_12_v3",1701261,1701771,"gams_GFP-AP2-O3_1456",1000,"+",2937.169189,13.92029,-1,202,1.272,2.2402,0.1922,0.4621,"PBANKA_1245200.1","CPW-WPC family protein",-172,1
"373","PbANKA_12_v3",1701261,1701771,"gams_GFP-AP2-O3_1456",1000,"-",2937.169189,13.92029,-1,202,1.272,2.2402,0.1922,0.4621,"PBANKA_1245150.1","dolichol-phosphate mannosyltransferase subunit 3%2C putative",-221,2
"374","PbANKA_12_v3",1725177,1725570,"gams_GFP-AP2-O3_1457",1000,"-",1732.079956,9.797461,-1,221,1.1311,2.0691,0.2724,0.2222,"PBANKA_1245500.1","conserved Plasmodium protein%2C unknown function",-884,1
"375","PbANKA_13_v3",211108,211571,"gams_GFP-AP2-O3_1481",1000,"+",5062.773926,24.291592,-1,240,1.684,2.8788,0.4165,-0.0748,"PBANKA_1303800.1","triosephosphate isomerase%2C putative",-403,1
"376","PbANKA_13_v3",261204,261945,"gams_GFP-AP2-O3_1486",1000,"-",5727.40625,17.240517,-1,425,1.5148,2.7088,0.468,-0.6168,"PBANKA_1305000.1","conserved Plasmodium protein%2C unknown function",-747,1
"377","PbANKA_13_v3",263261,263767,"gams_GFP-AP2-O3_1487",1000,"+",4917.724121,22.601299,-1,236,1.8411,3.0295,0.1119,0.5876,"PBANKA_1305100.1","60S ribosomal protein L1%2C putative",-535,1
"378","PbANKA_13_v3",462850,464362,"gams_GFP-AP2-O3_1500",1000,"-",13913.724609,27.34535,-1,690,2.0676,3.1427,1.2746,0.4059,"PBANKA_1309900.1","M17 leucyl aminopeptidase%2C putative",-607,1
"379","PbANKA_13_v3",486081,486687,"gams_GFP-AP2-O3_1503",1000,"-",1871.117798,9.936681,-1,445,1.2584,2.0391,0.5842,0.6486,"PBANKA_1310500.1","conserved Plasmodium protein%2C unknown function",-398,1
"380","PbANKA_13_v3",486081,486687,"gams_GFP-AP2-O3_1503",1000,"+",1871.117798,9.936681,-1,445,1.2584,2.0391,0.5842,0.6486,"PBANKA_1310600.1","heme detoxification protein%2C putative",-963,2
"381","PbANKA_13_v3",491199,491715,"gams_GFP-AP2-O3_1505",1000,"-",2613.614502,12.796127,-1,253,1.2749,2.2515,0.4129,0.2221,"PBANKA_1310700.1","glutaminyl-peptide cyclotransferase%2C putative",-597,1
"382","PbANKA_13_v3",492000,492446,"gams_GFP-AP2-O3_1506",1000,"+",3232.919922,15.645193,-1,235,1.4472,2.5963,0.3392,-0.2043,"PBANKA_1310800.1","40S ribosomal protein S5%2C putative",-448,1
"383","PbANKA_13_v3",518095,518726,"gams_GFP-AP2-O3_1510",1000,"-",7955.284668,28.920488,-1,263,1.9067,3.0807,0.598,0.3498,"PBANKA_1311700.1","multidrug resistance protein 2%2C putative",-532,1
"384","PbANKA_13_v3",548636,550355,"gams_GFP-AP2-O3_1514",1000,"-",6468.04541,18.120687,-1,336,1.7328,2.6086,0.4063,1.3489,"PBANKA_1312700.1","gamete egress and sporozoite traversal protein",-584,1
"385","PbANKA_13_v3",555019,555672,"gams_GFP-AP2-O3_1515",1000,"+",5052.275391,18.251703,-1,332,1.6331,2.5681,0.4358,1.0158,"PBANKA_1312900.1","conserved Plasmodium protein%2C unknown function",-491,1
"386","PbANKA_13_v3",726789,727316,"gams_GFP-AP2-O3_1529",1000,"-",2094.139893,10.760463,-1,275,1.2588,2.0876,0.1827,0.843,"PBANKA_1317200.1","NAD(P) transhydrogenase%2C putative",-572,1
"387","PbANKA_13_v3",740339,740764,"gams_GFP-AP2-O3_1532",1000,"+",2719.408203,13.914608,-1,181,1.361,2.377,0.5353,0.0868,"PBANKA_1317600.1","conserved Plasmodium protein%2C unknown function",-647,1
"388","PbANKA_13_v3",740339,740764,"gams_GFP-AP2-O3_1532",1000,"-",2719.408203,13.914608,-1,181,1.361,2.377,0.5353,0.0868,"PBANKA_1317500.1","glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase%2C putative",-990,2
"389","PbANKA_13_v3",767051,767645,"gams_GFP-AP2-O3_1534",1000,"+",4054.2854,13.585824,-1,408,1.4511,2.4432,0.6662,0.2353,"PBANKA_1318500.1","conserved Plasmodium protein%2C unknown function",-419,1
"390","PbANKA_13_v3",770082,770715,"gams_GFP-AP2-O3_1535",1000,"-",5506.687988,18.680773,-1,385,1.8329,2.6595,1.1244,1.1305,"PBANKA_1318600.1","conserved protein%2C unknown function",-621,1
"391","PbANKA_13_v3",773639,774344,"gams_GFP-AP2-O3_1536",1000,"-",2955.101074,11.40055,-1,321,1.4427,2.1538,1.3265,0.2595,"PBANKA_1318700.1","protein phosphatase PPM3",-287,1
"392","PbANKA_13_v3",776176,776859,"gams_GFP-AP2-O3_1537",1000,"-",3921.882324,13.508069,-1,184,1.3946,2.333,0.7347,0.2446,"PBANKA_1318800.1","protein tyrosine phosphatase",-418,1
"393","PbANKA_13_v3",814264,815196,"gams_GFP-AP2-O3_1540",1000,"-",4138.322266,17.716373,-1,258,1.6701,2.762,0.437,0.4958,"PBANKA_1319600.1","polyprenol reductase%2C putative",-461,1
"394","PbANKA_13_v3",856471,857178,"gams_GFP-AP2-O3_1543",1000,"-",3493.158691,9.111449,-1,408,1.0262,2.0315,-0.3481,0.3057,"PBANKA_1320700.1","signal peptide peptidase%2C putative",-655,1
"395","PbANKA_13_v3",1003847,1004510,"gams_GFP-AP2-O3_1555",1000,"-",3979.872314,15.900485,-1,293,1.5318,2.5867,0.3404,0.4866,"PBANKA_1325400.1","conserved Plasmodium protein%2C unknown function",-477,1
"396","PbANKA_13_v3",1003847,1004510,"gams_GFP-AP2-O3_1555",1000,"+",3979.872314,15.900485,-1,293,1.5318,2.5867,0.3404,0.4866,"PBANKA_1325500.1","conserved Plasmodium protein%2C unknown function",-597,2
"397","PbANKA_13_v3",1046952,1047438,"gams_GFP-AP2-O3_1558",1000,"-",1599.533447,9.075882,-1,327,0.9894,2.0144,-0.1409,0.0129,"PBANKA_1326600.1","mediator of RNA polymerase II transcription subunit 20%2C putative",-655,1
"398","PbANKA_13_v3",1205343,1205738,"gams_GFP-AP2-O3_1565",1000,"+",2172.566162,11.829871,-1,226,1.1907,2.0926,0.5398,0.175,"PBANKA_1329700.1","26S proteasome regulatory subunit RPN2%2C putative",-779,1
"399","PbANKA_13_v3",1220288,1220790,"gams_GFP-AP2-O3_1567",1000,"+",2871.888428,14.075367,-1,270,1.3094,2.3347,0.1026,0.3969,"PBANKA_1329900.1","conserved Plasmodium protein%2C unknown function",-332,1
"400","PbANKA_13_v3",1258978,1259635,"gams_GFP-AP2-O3_1576",1000,"+",4837.018066,21.520378,-1,318,1.8105,2.8855,0.8825,0.3667,"PBANKA_1331300.1","conserved Plasmodium protein%2C unknown function",-355,1
"401","PbANKA_13_v3",1291713,1293161,"gams_GFP-AP2-O3_1579",1000,"-",6675.095703,13.710742,-1,287,1.455,2.3306,0.8708,0.4502,"PBANKA_1331800.1","derlin-1%2C putative",-597,1
"402","PbANKA_13_v3",1353401,1354291,"gams_GFP-AP2-O3_1584",1000,"+",4608.84668,14.939997,-1,574,1.5402,2.4161,0.4427,1.0204,"PBANKA_1333700.1","phosphodiesterase delta",-729,1
"403","PbANKA_13_v3",1389756,1390414,"gams_GFP-AP2-O3_1586",1000,"+",4841.23877,15.955358,-1,371,1.4275,2.619,0.1942,-0.3546,"PBANKA_1334800.1","conserved Plasmodium protein%2C unknown function",-849,1
"404","PbANKA_13_v3",1389756,1390414,"gams_GFP-AP2-O3_1586",1000,"-",4841.23877,15.955358,-1,371,1.4275,2.619,0.1942,-0.3546,"PBANKA_1334700.1","transmembrane protein 43%2C putative",-864,2
"405","PbANKA_13_v3",1435256,1435922,"gams_GFP-AP2-O3_1592",1000,"-",4234.252441,14.535852,-1,443,1.5432,2.4245,0.8032,0.7044,"PBANKA_1336200.1","conserved Plasmodium protein%2C unknown function",-599,1
"406","PbANKA_13_v3",1502411,1503454,"gams_GFP-AP2-O3_1602",1000,"+",18871.056641,35.409023,-1,353,2.1171,3.3103,0.571,0.6869,"PBANKA_1338100.1","conserved protein%2C unknown function",-681,2
"407","PbANKA_13_v3",1511423,1512271,"gams_GFP-AP2-O3_1604",1000,"-",4430.861816,10.929636,-1,637,1.1993,2.011,0.4798,0.5498,"PBANKA_1338400.1","V-type proton ATPase subunit G%2C putative",-783,1
"408","PbANKA_13_v3",1511423,1512271,"gams_GFP-AP2-O3_1604",1000,"+",4430.861816,10.929636,-1,637,1.1993,2.011,0.4798,0.5498,"PBANKA_1338500.1","N-acetyltransferase%2C GNAT family%2C putative",-791,2
"409","PbANKA_13_v3",1515657,1516138,"gams_GFP-AP2-O3_1605",1000,"-",2554.810791,11.955788,-1,224,1.1289,2.3051,-0.8159,0.0713,"PBANKA_1338600.1","60S ribosomal protein L23%2C putative",-471,1
"410","PbANKA_13_v3",1523184,1523984,"gams_GFP-AP2-O3_1607",1000,"+",4232.848633,11.763768,-1,446,1.296,2.1608,0.3978,0.6573,"PBANKA_1338900.1","glideosome associated protein with multiple membrane spans 1%2C putative",-595,1
"411","PbANKA_13_v3",1750571,1751242,"gams_GFP-AP2-O3_1624",1000,"-",8868.866211,32.192932,-1,263,2.1559,3.4546,0.2626,0.2708,"PBANKA_1344300.1","chromatin assembly factor 1 subunit B%2C putative",-534,1
"412","PbANKA_13_v3",1767859,1768437,"gams_GFP-AP2-O3_1625",1000,"-",2448.160645,9.483204,-1,359,1.0005,2.0539,0.1066,-0.3713,"PBANKA_1344600.1","conserved Plasmodium protein%2C unknown function",-618,1
"413","PbANKA_13_v3",1786028,1786419,"gams_GFP-AP2-O3_1630",1000,"-",2389.721191,14.404932,-1,176,1.2625,2.1831,0.6553,0.1127,"PBANKA_1345300.1","DnaJ protein%2C putative",-422,1
"414","PbANKA_13_v3",1795062,1795663,"gams_GFP-AP2-O3_1633",1000,"+",7165.071289,24.476597,-1,266,1.9946,2.9296,1.2452,0.9748,"PBANKA_1345700.1","GPI transamidase subunit PIG-U%2C putative",-238,1
"415","PbANKA_13_v3",1795062,1795663,"gams_GFP-AP2-O3_1633",1000,"-",7165.071289,24.476597,-1,266,1.9946,2.9296,1.2452,0.9748,"PBANKA_1345600.1","elongation factor Tu%2C putative",-928,2
"416","PbANKA_13_v3",1822796,1823797,"gams_GFP-AP2-O3_1638",1000,"-",13714.212891,34.569702,-1,390,2.1892,3.4919,0.4877,0.0423,"PBANKA_1346600.1","glutamine--tRNA ligase%2C putative",-760,1
"417","PbANKA_13_v3",1822796,1823797,"gams_GFP-AP2-O3_1638",1000,"+",13714.212891,34.569702,-1,390,2.1892,3.4919,0.4877,0.0423,"PBANKA_1346700.1","60S ribosomal protein L23%2C putative",-810,2
"418","PbANKA_13_v3",1830390,1830717,"gams_GFP-AP2-O3_1641",1000,"+",1786.103516,11.235097,-1,179,1.2195,2.1629,0.548,0.0648,"PBANKA_1347000.1","conserved protein%2C unknown function",-852,1
"419","PbANKA_13_v3",1862159,1862759,"gams_GFP-AP2-O3_1647",1000,"+",3424.982422,15.105247,-1,213,1.4658,2.359,0.8843,0.3899,"PBANKA_1348200.1","conserved Plasmodium protein%2C unknown function",-781,2
"420","PbANKA_13_v3",1893598,1894070,"gams_GFP-AP2-O3_1652",1000,"-",3915.306396,16.467184,-1,255,1.5583,2.6054,0.6653,0.2191,"PBANKA_1349200.1","MSP7-like protein",-499,1
"421","PbANKA_13_v3",1919281,1919679,"gams_GFP-AP2-O3_1655",1000,"+",2754.653809,15.412896,-1,207,1.3717,2.273,0.6567,0.4369,"PBANKA_1350200.1","conserved Plasmodium protein%2C unknown function",-470,1
"422","PbANKA_13_v3",1923772,1924205,"gams_GFP-AP2-O3_1657",1000,"+",1695.133545,8.809206,-1,229,1.0073,2.0044,0.0215,0.0047,"PBANKA_1350400.1","conserved protein%2C unknown function",-301,1
"423","PbANKA_13_v3",1923772,1924205,"gams_GFP-AP2-O3_1657",1000,"-",1695.133545,8.809206,-1,229,1.0073,2.0044,0.0215,0.0047,"PBANKA_1350300.1","RanBPM and CLTH-like protein%2C putative",-463,2
"424","PbANKA_13_v3",1985036,1986067,"gams_GFP-AP2-O3_1663",1000,"+",3007.503418,10.305919,-1,647,1.4346,2.1363,0.7663,1.0085,"PBANKA_1352200.1","conserved Plasmodium protein%2C unknown function",-225,1
"425","PbANKA_13_v3",1985036,1986067,"gams_GFP-AP2-O3_1663",1000,"-",3007.503418,10.305919,-1,647,1.4346,2.1363,0.7663,1.0085,"PBANKA_1352100.1","SprT-like domain-containing protein%2C putative",-934,2
"426","PbANKA_13_v3",1993564,1994089,"gams_GFP-AP2-O3_1664",1000,"-",3353.677979,15.437638,-1,297,1.6582,2.3285,0.8222,1.421,"PBANKA_1352400.1","conserved protein%2C unknown function",-119,1
"427","PbANKA_13_v3",2038519,2040116,"gams_GFP-AP2-O3_1671",1000,"-",12120.040039,22.576376,-1,818,2.0592,2.9158,1.3297,1.2883,"PBANKA_1353800.1","conserved Plasmodium protein%2C unknown function",-533,1
"428","PbANKA_13_v3",2051691,2052258,"gams_GFP-AP2-O3_1674",1000,"+",3411.227295,14.356507,-1,347,1.3028,2.4642,-0.4507,0.2032,"PBANKA_1354300.1","sodium-dependent phosphate transporter%2C putative",-980,1
"429","PbANKA_13_v3",2059125,2060032,"gams_GFP-AP2-O3_1676",1000,"+",13358.269531,28.2563,-1,409,1.9845,3.2972,-0.1231,0.1683,"PBANKA_1354500.1","60S ribosomal protein L18-2%2C putative",-812,1
"430","PbANKA_13_v3",2077236,2078040,"gams_GFP-AP2-O3_1680",1000,"-",3441.44458,10.106586,-1,438,1.0236,2.1079,-0.1841,-0.1388,"PBANKA_1355100.1","40S ribosomal protein S6%2C putative",-894,1
"431","PbANKA_13_v3",2128942,2129692,"gams_GFP-AP2-O3_1684",1000,"-",8520.522461,28.256277,-1,252,2.1387,3.3979,0.5438,0.2783,"PBANKA_1356300.1","CDT1-like protein%2C putative",-975,1
"432","PbANKA_13_v3",2209881,2210437,"gams_GFP-AP2-O3_1689",1000,"+",5211.973633,21.958855,-1,331,1.8236,3.0136,0.1798,0.4962,"PBANKA_1357900.1","conserved Plasmodium protein%2C unknown function",-269,1
"433","PbANKA_13_v3",2233958,2234612,"gams_GFP-AP2-O3_1692",1000,"-",3370.170654,11.197161,-1,471,1.1239,2.24,0.1118,-0.4474,"PBANKA_1358600.1","isocitrate dehydrogenase [NADP]%2C mitochondrial%2C putative",-928,1
"434","PbANKA_13_v3",2245406,2246146,"gams_GFP-AP2-O3_1694",1000,"+",5244.475586,16.579624,-1,527,1.394,2.4737,0.3589,0.0661,"PBANKA_1359000.1","protein transport protein SEC61 subunit alpha%2C putative",-967,1
"435","PbANKA_13_v3",2251075,2251757,"gams_GFP-AP2-O3_1695",1000,"+",2290.143555,11.899133,-1,225,1.376,2.245,0.8393,0.3296,"PBANKA_1359200.1","DNA/RNA-binding protein Alba 2%2C putative",-790,1
"436","PbANKA_13_v3",2274516,2275285,"gams_GFP-AP2-O3_1696",1000,"-",2521.285156,10.155268,-1,448,1.3313,2.0413,0.9453,0.5915,"PBANKA_1359500.1","conserved protein%2C unknown function",-511,1
"437","PbANKA_13_v3",2276641,2277338,"gams_GFP-AP2-O3_1697",1000,"-",4153.212402,12.638876,-1,422,1.3364,2.1762,0.4621,0.7469,"PBANKA_1359600.1","6-cysteine protein",-342,1
"438","PbANKA_13_v3",2279799,2280204,"gams_GFP-AP2-O3_1698",1000,"-",1566.837646,9.651281,-1,184,1.2179,2.0062,0.5786,0.5532,"PBANKA_1359700.1","6-cysteine protein",-426,1
"439","PbANKA_13_v3",2298315,2298682,"gams_GFP-AP2-O3_1701",1000,"+",1723.974731,9.944071,-1,172,1.1031,2.0338,-0.1,0.5024,"PBANKA_1360400.1","conserved protein%2C unknown function",-949,1
"440","PbANKA_13_v3",2299049,2299681,"gams_GFP-AP2-O3_1702",1000,"+",6952.487793,19.256636,-1,232,1.6729,2.7944,0.5087,0.2702,"PBANKA_1360400.1","conserved protein%2C unknown function",-155,1
"441","PbANKA_13_v3",2352241,2353263,"gams_GFP-AP2-O3_1706",1000,"+",3750.955322,11.935091,-1,708,1.5176,2.102,1.0342,1.169,"PBANKA_1361600.1","E1-E2 ATPase%2C putative",-415,1
"442","PbANKA_13_v3",2352241,2353263,"gams_GFP-AP2-O3_1706",1000,"-",3750.955322,11.935091,-1,708,1.5176,2.102,1.0342,1.169,"PBANKA_1361500.1","WD repeat-containing protein 16%2C putative",-602,2
"443","PbANKA_13_v3",2369413,2370227,"gams_GFP-AP2-O3_1709",1000,"+",3640.270996,13.207778,-1,482,1.3578,2.3195,0.3028,0.5493,"PBANKA_1362100.1","tyrosine kinase-like protein%2C putative",-715,1
"444","PbANKA_13_v3",2434553,2435449,"gams_GFP-AP2-O3_1716",1000,"+",16176.867188,51.257648,-1,498,3.1241,4.4932,1.0523,0.6436,"PBANKA_1364200.1","60S ribosomal protein L17%2C putative",-492,1
"445","PbANKA_13_v3",2437514,2438041,"gams_GFP-AP2-O3_1717",1000,"+",3517.910645,13.311431,-1,314,1.311,2.3481,0.1507,0.3123,"PBANKA_1364300.1","glycerol kinase%2C putative",-495,1
"446","PbANKA_14_v3",83936,85073,"gams_GFP-AP2-O3_1725",1000,"-",13280.991211,23.693577,-1,610,1.9965,3.0502,0.5458,1.1559,"PBANKA_1400700.1","Plasmodium exported protein%2C unknown function",-784,1
"447","PbANKA_14_v3",238432,238833,"gams_GFP-AP2-O3_1736",1000,"-",2797.353516,14.691041,-1,208,1.3691,2.4823,-0.1731,0.35,"PBANKA_1404400.1","conserved Plasmodium protein%2C unknown function",-443,1
"448","PbANKA_14_v3",304669,305289,"gams_GFP-AP2-O3_1742",1000,"+",4143.291504,18.769281,-1,405,1.6886,2.8427,0.305,0.3349,"PBANKA_1406600.1","CCAAT-binding transcription factor%2C putative",-500,1
"449","PbANKA_14_v3",332220,332781,"gams_GFP-AP2-O3_1744",1000,"-",2498.357422,10.19078,-1,346,1.3807,2.0001,0.9777,0.8815,"PBANKA_1406900.1","conserved Plasmodium protein%2C unknown function",-253,1
"450","PbANKA_14_v3",369468,369881,"gams_GFP-AP2-O3_1750",1000,"+",2215.348145,11.479638,-1,181,1.257,2.2384,0.21,0.3726,"PBANKA_1407900.1","HORMA domain protein%2C putative",-741,1
"451","PbANKA_14_v3",385281,386153,"gams_GFP-AP2-O3_1751",1000,"+",6354.595215,19.572384,-1,309,1.6616,2.8122,0.4459,0.1449,"PBANKA_1408500.1","ATP synthase subunit O%2C mitochondrial%2C putative",-542,1
"452","PbANKA_14_v3",407535,408162,"gams_GFP-AP2-O3_1753",1000,"-",2845.395996,12.624115,-1,446,1.2813,2.3417,0.2529,0.0437,"PBANKA_1409200.1","RNA-binding protein%2C putative",-819,1
"453","PbANKA_14_v3",458381,459473,"gams_GFP-AP2-O3_1759",1000,"-",9130.098633,22.369867,-1,349,1.9298,3.016,0.761,0.7186,"PBANKA_1410950.1","apical ring associated protein 1",-587,1
"454","PbANKA_14_v3",532338,533373,"gams_GFP-AP2-O3_1762",1000,"+",3014.991699,10.880366,-1,349,1.2971,2.0649,0.6646,0.6807,"PBANKA_1412600.1","telomerase reverse transcriptase",-519,1
"455","PbANKA_14_v3",551807,552587,"gams_GFP-AP2-O3_1764",1000,"-",8155.633301,32.974438,-1,258,2.4035,3.6589,0.9602,0.3743,"PBANKA_1413300.1","ubiquitin-like protein%2C putative",-507,1
"456","PbANKA_14_v3",590161,591540,"gams_GFP-AP2-O3_1768",1000,"-",9535.24707,23.377785,-1,269,1.9177,2.9961,0.8724,0.6094,"PBANKA_1414500.1","protein kinase%2C putative",-412,1
"457","PbANKA_14_v3",598630,599372,"gams_GFP-AP2-O3_1769",1000,"-",7131.992188,23.085978,-1,398,1.9185,3.0322,0.5002,0.8039,"PBANKA_1414800.1","conserved Plasmodium protein%2C unknown function",-284,1
"458","PbANKA_14_v3",598630,599372,"gams_GFP-AP2-O3_1769",1000,"+",7131.992188,23.085978,-1,398,1.9185,3.0322,0.5002,0.8039,"PBANKA_1414900.1","SAS6-like protein",-657,2
"459","PbANKA_14_v3",610439,611106,"gams_GFP-AP2-O3_1771",1000,"+",4831.064941,17.333517,-1,411,1.6132,2.665,0.138,0.795,"PBANKA_1415200.1","conserved protein%2C unknown function",-324,1
"460","PbANKA_14_v3",619148,619758,"gams_GFP-AP2-O3_1772",1000,"-",3604.402588,11.490456,-1,258,1.2953,2.2275,0.6492,0.1524,"PBANKA_1415400.1","conserved protein%2C unknown function",-594,1
"461","PbANKA_14_v3",624299,625106,"gams_GFP-AP2-O3_1774",1000,"+",4338.797363,15.796384,-1,385,1.5082,2.5643,0.252,0.5139,"PBANKA_1415600.1","DNA replication licensing factor MCM4%2C putative",-943,1
"462","PbANKA_14_v3",652396,653634,"gams_GFP-AP2-O3_1777",1000,"+",9317.586914,16.519108,-1,575,1.4496,2.6077,0.1213,0.0155,"PBANKA_1416300.1","40S ribosomal protein S19%2C putative",-732,1
"463","PbANKA_14_v3",652396,653634,"gams_GFP-AP2-O3_1777",1000,"-",9317.586914,16.519108,-1,575,1.4496,2.6077,0.1213,0.0155,"PBANKA_1416200.1","conserved Plasmodium protein%2C unknown function",-834,2
"464","PbANKA_14_v3",694108,694623,"gams_GFP-AP2-O3_1779",1000,"+",4694.233887,20.120558,-1,300,1.5989,2.8038,0.0244,0.1212,"PBANKA_1417500.1","conserved Plasmodium protein%2C unknown function",-895,1
"465","PbANKA_14_v3",825300,825942,"gams_GFP-AP2-O3_1788",1000,"-",4235.828613,17.760868,-1,260,1.6832,2.7572,0.7249,0.2874,"PBANKA_1420600.1","histone H2B variant%2C putative",-691,1
"466","PbANKA_14_v3",841869,842421,"gams_GFP-AP2-O3_1790",1000,"-",1817.05896,10.131332,-1,165,1.1922,2.0201,0.5979,0.3624,"PBANKA_1421000.1","calmodulin%2C putative",-578,1
"467","PbANKA_14_v3",847945,849416,"gams_GFP-AP2-O3_1793",1000,"+",40212.648438,55.21265,-1,1201,3.3134,4.6523,1.5594,0.7903,"PBANKA_1421300.1","4-nitrophenylphosphatase%2C putative",-334,1
"468","PbANKA_14_v3",856290,856738,"gams_GFP-AP2-O3_1794",1000,"-",2256.010254,10.55797,-1,164,1.2545,2.1327,0.8504,-0.0448,"PBANKA_1421500.1","conserved Plasmodium protein%2C unknown function",-505,1
"469","PbANKA_14_v3",875962,876463,"gams_GFP-AP2-O3_1796",1000,"-",3472.389404,15.158872,-1,281,1.4199,2.4733,0.4657,0.1278,"PBANKA_1422300.1","FAD-dependent monooxygenase%2C putative",-819,1
"470","PbANKA_14_v3",896703,897378,"gams_GFP-AP2-O3_1801",1000,"+",4500.848633,18.350264,-1,185,1.5054,2.5697,0.3154,0.4179,"PBANKA_1423100.1","phospholipase DDHD1%2C putative",-760,1
"471","PbANKA_14_v3",912198,912852,"gams_GFP-AP2-O3_1804",1000,"+",3805.448975,12.259475,-1,309,1.2652,2.3044,0.2916,0.0662,"PBANKA_1423600.1","40S ribosomal protein S16%2C putative",-661,1
"472","PbANKA_14_v3",912198,912852,"gams_GFP-AP2-O3_1804",1000,"-",3805.448975,12.259475,-1,309,1.2652,2.3044,0.2916,0.0662,"PBANKA_1423500.1","60S ribosomal protein L13-2%2C putative",-971,2
"473","PbANKA_14_v3",1046892,1048081,"gams_GFP-AP2-O3_1811",1000,"-",6509.584473,19.12636,-1,246,1.687,2.6894,0.6813,0.6827,"PBANKA_1427100.1","aquaporin%2C putative",-696,1
"474","PbANKA_14_v3",1059787,1060482,"gams_GFP-AP2-O3_1812",1000,"+",2647.418701,12.308865,-1,471,1.2504,2.1878,0.6584,0.0045,"PBANKA_1427600.1","conserved Plasmodium protein%2C unknown function",-18,1
"475","PbANKA_14_v3",1140750,1141566,"gams_GFP-AP2-O3_1820",1000,"+",5740.105469,13.445379,-1,358,1.4567,2.3624,0.7577,0.4867,"PBANKA_1429400.1","dynein light chain 1%2C putative",-919,1
"476","PbANKA_14_v3",1163621,1164330,"gams_GFP-AP2-O3_1822",1000,"-",3219.135498,10.685947,-1,256,1.1765,2.1382,0.3259,0.1703,"PBANKA_1430200.1","ER membrane protein complex subunit 6%2C putative",-645,1
"477","PbANKA_14_v3",1163621,1164330,"gams_GFP-AP2-O3_1822",1000,"+",3219.135498,10.685947,-1,256,1.1765,2.1382,0.3259,0.1703,"PBANKA_1430300.1","conserved Plasmodium protein%2C unknown function",-791,2
"478","PbANKA_14_v3",1175861,1176699,"gams_GFP-AP2-O3_1824",1000,"+",5913.281738,18.642881,-1,521,1.6618,2.7151,0.888,0.1046,"PBANKA_1430900.1","SUN domain-containing protein%2C putative",-665,1
